55;dam_spawn;2945.58;10.80;1538.77;-0.09;0
57;dam_spawn;2942.87;10.40;1551.71;1.46;0
958;dam_spawn;1795.95;12.80;331.16;5.24;0
285;dam_spawn;5000.86;10.70;127.59;5.72;0
518;dam_spawn;5000.15;12.00;22.72;2.26;0
276;dam_spawn;1570.40;9.70;1601.08;6.16;0
456;dam_spawn;3319.94;10.20;1036.88;2.49;0
532;dam_spawn;4951.17;11.40;1238.31;0.36;0
529;dam_spawn;4884.06;11.40;1228.26;6.04;0
681;dam_spawn;3094.79;9.50;90.85;3.24;0
244;dam_spawn;3309.01;10.30;1730.38;0.85;0
200;dam_spawn;3355.57;9.80;1476.29;0.55;0
216;dam_spawn;3331.37;10.30;1755.85;0.62;0
38;dam_spawn;3067.62;10.50;1818.71;0.78;0
379;dam_spawn;1012.74;12.10;1465.67;1.22;0
929;dam_spawn;3203.74;9.60;1856.67;3.45;0
148;dam_spawn;3190.66;10.00;1876.35;4.47;0
735;dam_spawn;2913.56;15.80;1422.97;5.00;0
851;dam_spawn;2908.24;9.80;1388.75;4.72;0
181;dam_spawn;2679.95;10.80;1315.87;6.16;0
440;dam_spawn;3942.69;10.20;1174.30;3.52;0
217;dam_spawn;3504.11;9.70;1498.20;1.83;0
196;dam_spawn;3329.67;9.70;1452.64;3.21;0
238;dam_spawn;3470.73;9.70;1469.63;3.36;0
251;dam_spawn;3580.19;9.70;1581.81;1.36;0
666;dam_spawn;3124.66;11.00;1896.86;5.83;0
388;dam_spawn;1031.09;14.60;1687.56;2.61;0
386;dam_spawn;936.97;11.40;1692.68;2.11;0
152;dam_spawn;3017.00;13.25;1478.00;0.13;0
152;dam_spawn;3010.00;13.40;1476.00;1.68;0
152;dam_spawn;3028.00;11.68;1480.00;4.35;0
152;dam_spawn;3022.00;11.35;1483.00;0.73;0
152;dam_spawn;3018.00;13.38;1472.00;4.85;0
152;dam_spawn;3017.00;13.57;1467.00;0.13;0
980;dam_spawn;2901.28;11.70;1523.25;-2.00;0
946;dam_spawn;1928.49;9.80;328.26;5.08;0
51;dam_spawn;2907.10;11.50;1527.61;5.07;0
358;landmark_spawn;1652.14;9.50;495.00;0.42;0
16;landmark_spawn;2835.62;9.80;549.00;3.83;0
500;landmark_spawn;2128.07;11.30;1545.00;0.26;0
126;landmark_spawn;2788.82;10.20;484.00;0.43;0
2;landmark_spawn;3004.39;10.40;68.00;0.08;0
4;landmark_spawn;3061.42;10.00;570.00;5.91;0
219;landmark_spawn;3386.69;11.00;407.00;6.08;0
64;landmark_spawn;3014.50;9.70;476.00;-0.23;0
