1;arms_factory;2681.00;9.70;1612.00;2.04;0
1;arms_factory;2683.00;9.70;1616.00;4.70;0
1;arms_factory;2680.00;9.70;1612.00;2.54;0
1;arms_factory;2683.00;9.70;1620.00;3.74;0
1;arms_factory;2681.00;9.70;1628.00;0.48;0
1;arms_factory;2684.00;9.70;1622.00;3.14;0
1;industrial_complex;2676.00;9.70;1618.00;5.81;0
1;industrial_complex;2679.00;9.80;1622.00;2.54;0
1;industrial_complex;2682.00;9.70;1618.00;5.21;0
1;industrial_complex;2678.00;9.70;1623.00;1.59;0
1;industrial_complex;2678.00;9.70;1612.00;4.25;0
1;industrial_complex;2677.00;9.85;1624.00;0.99;0
1;air_base;2677.00;9.70;1612.00;3.66;0
1;naval_base;2681.00;9.70;1607.00;0.00;5579
1;naval_base;2685.00;9.70;1628.00;0.79;5579
1;naval_base;2675.00;9.50;1622.00;-1.11;5579
1;bunker;2679.00;9.78;1617.00;0.64;0
1;bunker;2682.00;9.70;1625.00;4.76;0
1;bunker;2681.00;9.70;1615.00;2.61;0
1;coastal_bunker;2684.00;9.50;1634.00;-2.82;0
1;coastal_bunker;2685.00;9.70;1614.00;0.00;0
1;coastal_bunker;2676.00;9.50;1627.00;-2.60;0
1;dockyard;2684.00;9.50;1631.00;-2.82;0
1;anti_air_building;2680.00;9.70;1624.00;1.16;0
1;anti_air_building;2680.00;9.70;1612.00;5.28;0
1;anti_air_building;2683.00;9.70;1620.00;0.20;0
1;synthetic_refinery;2679.00;9.70;1613.00;3.22;0
1;fuel_silo;2684.00;9.70;1622.00;5.88;0
1;radar_station;2683.00;9.70;1620.00;4.07;0
1;rocket_site;2679.00;9.80;1622.00;0.11;0
1;nuclear_reactor;2682.00;9.70;1618.00;1.67;0
2;arms_factory;2724.00;9.70;1625.00;2.54;0
2;arms_factory;2724.00;9.70;1627.00;3.74;0
2;arms_factory;2730.00;9.70;1621.00;0.48;0
2;arms_factory;2743.00;9.70;1610.00;3.14;0
2;arms_factory;2733.00;9.73;1620.00;5.81;0
2;arms_factory;2747.00;9.70;1603.00;2.54;0
2;industrial_complex;2728.00;9.70;1611.00;5.21;0
2;industrial_complex;2741.00;9.70;1612.00;1.59;0
2;industrial_complex;2743.00;10.23;1614.00;4.25;0
2;industrial_complex;2742.00;9.70;1604.00;0.99;0
2;industrial_complex;2724.00;9.70;1625.00;3.66;0
2;industrial_complex;2724.00;9.70;1627.00;0.04;0
2;air_base;2743.00;9.70;1608.00;2.70;0
2;naval_base;2739.00;9.50;1603.00;0.32;1452
2;naval_base;2730.00;9.50;1608.00;-0.46;5656
2;naval_base;2725.00;9.50;1611.00;-0.79;5656
2;naval_base;2717.00;9.50;1620.00;-0.90;5579
2;naval_base;2745.00;9.50;1602.00;0.00;1452
2;bunker;2733.00;9.73;1623.00;0.55;0
2;bunker;2737.00;10.35;1620.00;3.21;0
2;bunker;2735.00;9.90;1610.00;4.77;0
2;bunker;2735.00;9.88;1618.00;1.16;0
2;bunker;2727.00;9.70;1622.00;5.28;0
2;bunker;2745.00;9.70;1610.00;0.20;0
2;bunker;2719.00;9.70;1619.00;3.22;0
2;coastal_bunker;2739.00;9.50;1603.00;0.32;0
2;coastal_bunker;2726.00;9.50;1610.00;-0.46;0
2;coastal_bunker;2745.00;9.50;1602.00;0.00;0
2;coastal_bunker;2716.00;9.50;1622.00;-0.90;0
2;coastal_bunker;2721.00;9.50;1616.00;-0.79;0
2;dockyard;2728.00;9.50;1609.00;-0.46;0
2;anti_air_building;2722.00;9.70;1617.00;4.83;0
2;anti_air_building;2742.00;9.70;1608.00;0.11;0
2;anti_air_building;2742.00;9.70;1610.00;2.78;0
2;synthetic_refinery;2743.00;10.65;1615.00;5.44;0
2;fuel_silo;2738.00;11.30;1617.00;2.17;0
2;radar_station;2733.00;9.70;1616.00;5.77;0
2;rocket_site;2724.00;9.70;1628.00;1.22;0
2;nuclear_reactor;2732.00;9.73;1623.00;5.34;0
3;arms_factory;2655.00;11.40;1711.00;0.48;0
3;arms_factory;2668.00;15.68;1708.00;1.59;0
3;industrial_complex;2667.00;14.00;1710.00;4.25;0
3;industrial_complex;2656.00;13.65;1709.00;3.66;0
3;industrial_complex;2663.00;13.50;1709.00;0.04;0
3;bunker;2653.00;12.12;1704.00;4.76;0
3;bunker;2661.00;13.28;1710.00;2.71;0
3;bunker;2667.00;16.48;1707.00;5.88;0
3;anti_air_building;2661.00;13.25;1711.00;0.11;0
3;radar_station;2653.00;12.50;1705.00;5.47;0
3;rocket_site;2665.00;13.68;1710.00;0.11;0
3;nuclear_reactor;2668.00;13.73;1711.00;2.78;0
4;arms_factory;2780.00;9.90;1744.00;5.81;0
4;arms_factory;2772.00;14.80;1731.00;5.21;0
4;arms_factory;2785.00;9.80;1743.00;1.59;0
4;industrial_complex;2785.00;9.75;1739.00;3.66;0
4;industrial_complex;2781.00;10.62;1740.00;2.70;0
4;industrial_complex;2780.00;11.73;1736.00;4.76;0
4;air_base;2775.00;12.00;1738.00;2.61;0
4;bunker;2787.00;9.78;1745.00;1.16;0
4;bunker;2774.00;11.75;1722.00;5.28;0
4;bunker;2775.00;12.50;1736.00;0.20;0
4;bunker;2784.00;9.95;1735.00;2.26;0
4;bunker;2779.00;9.73;1745.00;0.11;0
4;bunker;2786.00;9.70;1739.00;1.67;0
4;anti_air_building;2772.00;13.75;1727.00;0.71;0
4;anti_air_building;2775.00;12.40;1737.00;0.11;0
4;synthetic_refinery;2775.00;11.68;1723.00;2.78;0
4;radar_station;2778.00;12.07;1728.00;2.84;0
4;rocket_site;2780.00;9.70;1747.00;3.38;0
5;arms_factory;2845.00;9.70;1849.00;5.21;0
5;arms_factory;2840.00;9.70;1846.00;1.59;0
5;arms_factory;2841.00;9.70;1855.00;4.25;0
5;arms_factory;2862.00;9.70;1854.00;0.99;0
5;arms_factory;2823.00;9.70;1853.00;3.66;0
5;arms_factory;2866.00;9.70;1854.00;0.04;0
5;industrial_complex;2856.00;9.70;1846.00;2.70;0
5;industrial_complex;2846.00;9.70;1859.00;5.72;0
5;industrial_complex;2829.00;9.70;1851.00;0.64;0
5;industrial_complex;2844.00;9.70;1844.00;4.76;0
5;industrial_complex;2868.00;9.70;1860.00;2.61;0
5;industrial_complex;2853.00;9.70;1857.00;2.71;0
5;air_base;2861.00;9.70;1851.00;0.55;0
5;naval_base;2832.00;9.50;1865.00;-2.36;2309
5;naval_base;2824.00;9.70;1861.00;-3.61;2309
5;bunker;2834.00;9.70;1848.00;1.16;0
5;bunker;2830.00;9.70;1852.00;5.28;0
